Race,County,Town,Candidate Name,Party,Percent of Votes,Count of Votes,# Precincts Counted,Total # of Precincts,Winner Flag
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRIGHTON,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,BRUNSWICK,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CANAAN,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,CONCORD,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,EAST HAVEN,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GRANBY,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,GUILDHALL,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LEMINGTON,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,KYLE KENLEY KOPITKE and TAJA YVONNE IWANOW,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,"JO JORGENSEN and JEREMY ""SPIKE"" COHEN",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,GLORIA LARIVA and SUNIL FREEMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,PHIL COLLINS and BILLY JOE PARKER,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,RICHARD DUNCAN and MITCH BUPP,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,ZACHARY SCALF and MATTHEW LYDA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,ALYSON KENNEDY and MALCOLM JARRETT,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,BROCK PIERCE and KARLA BALLARD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,JOSEPH R. BIDEN and KAMALA D. HARRIS,Dem,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,LUNENBURG,DONALD J. TRUMP and MICHAEL R. PENCE,GOP,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,"ROQUE ""ROCKY"" DE LA FUENTE and DARCY G. RICHARDSON",Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,BRIAN CARROLL and AMAR PATEL,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,BLAKE HUBER and FRANK ATWOOD,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,GARY SWING and DAVID OLSZTA,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,JEROME SEGAL and JOHN DE GRAAF,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,KEITH MCCORMIC and SAM BLASIAK,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,CHRISTOPHER LAFONTAINE and MICHAEL SPEED,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,DON BLANKENSHIP and BILL MOHR,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,HOWIE HAWKINS and ANGELA WALKER,GREEN ,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,H. BROOKE PAIGE and THOMAS JAMES WITMAN,Other,0%,0,0,275,false
US PRESIDENT AND VICE PRESIDENT,ESSEX,MAIDSTONE,KANYE WEST and MICHELLE TIDBALL,Other,0%,0,0,275,false
